










































































# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 28 10:17:07 2018
#
# COLUMN matchid:        User List Record
# COLUMN name_user:      User Name
# COLUMN ra_user:        User RA
# COLUMN dec_user:       User Dec
# COLUMN dist_user:      Match Distance
# COLUMN sourceid:       Source ID
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN hjdstart:       Start HJD [days]
# COLUMN hjdstop:        End HJD [days]
# COLUMN wasp_mag:       WASP-band [mag]
# COLUMN npts:           Points in Light Curve
# COLUMN tm_statnpts:    Points in Statistics Calculation
# COLUMN tm_median:      Median of Time Series [mag]
# COLUMN tm_stddevwrtmed: Std dev of Time Series wrt median [mag]
# COLUMN tm_range595:    5-95% range of Time Series[mag]
#
loc_rowid,matchid,name_user,ra_user,dec_user,dist_user,sourceid,ra,dec,hjdstart,hjdstop,wasp_mag,npts,tm_statnpts,tm_median,tm_stddevwrtmed,tm_range595
326,608,"229.29450541571714,-34.57716902697987",229.29451,-34.57717,0.00012013,1SWASP J151710.70-343437.4,229.294608,-34.577081,2453872.264954,2454601.570220,7.98603,1220,1220,7.981236e+00,1.379248e-01,2.403640e-01
327,610,"221.96271892210905,-46.159931549114624",221.96272,-46.15993,0.00002352,1SWASP J144751.06-460935.7,221.962750,-46.159919,2453862.256736,2454615.531725,8.81584,2810,2810,8.797400e+00,1.710781e-01,3.312640e-01
328,611,"208.55629437688236,-35.64733278134719",208.55629,-35.64733,0.00012046,1SWASP J135413.54-353850.2,208.556428,-35.647286,2453860.222859,2454688.226076,9.35847,12380,12380,9.355273e+00,2.679400e-01,4.052000e-02
329,613,"218.36441709726955,-33.3160351190966",218.36442,-33.31604,0.00002233,1SWASP J143327.45-331857.8,218.364411,-33.316061,2453872.270278,2454601.497882,7.20421,103,103,7.353454e+00,1.805653e+00,2.553416e+00
330,614,"226.20061604912166,-30.83179284235911",226.20062,-30.83179,0.00018398,1SWASP J150448.19-304954.5,226.200831,-30.831822,2454148.500243,2454615.532234,10.29621,9989,9989,1.018281e+01,1.520026e-01,2.685400e-01
331,616,"227.17837908631765,-29.36536185590313",227.17838,-29.36536,0.00009571,1SWASP J150842.82-292155.0,227.178442,-29.365281,2454148.500208,2454601.565231,7.91651,4273,4273,7.877161e+00,9.751999e-02,7.402400e-02
332,617,"219.66659719432104,-26.166920453388776",219.66660,-26.16692,0.00007831,1SWASP J143839.96-261000.7,219.666539,-26.166864,2453860.390127,2454615.532049,11.34992,13113,13113,1.137084e+01,6.263483e-02,1.105800e-01
333,619,"203.32479373252602,-31.884043890827762",203.32479,-31.88404,0.00022948,1SWASP J133318.01-315302.2,203.325047,-31.883969,2453860.222859,2454688.225521,8.98977,22756,22756,8.929842e+00,1.899654e-01,2.895620e-01
334,620,"205.87320524246908,-32.47790200574533",205.87321,-32.47790,0.00009332,1SWASP J134329.55-322840.2,205.873133,-32.477833,2453860.222905,2454688.225741,11.67503,19798,19798,1.165347e+01,2.302282e-01,6.100000e-02
335,623,"213.58693343465796,-38.134330674596235",213.58693,-38.13433,0.00009995,1SWASP J141420.89-380803.7,213.587047,-38.134369,2453860.389745,2454688.226562,10.21349,11268,11268,1.022392e+01,8.677406e-02,8.850000e-02
336,624,"230.59238640625728,-36.79917174165415",230.59239,-36.79917,0.00023202,1SWASP J152222.22-364756.5,230.592622,-36.799031,2453860.389792,2454687.229734,11.35492,20882,20560,1.131161e+01,3.544144e-01,5.545200e-01
337,625,"224.96839454754596,-40.19995388580614",224.96839,-40.19995,0.00012667,1SWASP J145952.44-401159.5,224.968508,-40.199861,2453862.257014,2454615.532002,9.92974,8440,8440,9.928753e+00,7.322132e-02,9.610000e-02
338,628,"233.06969913493825,-36.82617450105104",233.06970,-36.82617,0.00016340,1SWASP J153216.70-364933.6,233.069622,-36.826019,2453860.390880,2454687.229931,11.86887,10622,10622,1.187301e+01,3.121119e-01,6.572000e-02
339,631,"220.36077216713278,-36.47427727313232",220.36077,-36.47428,0.00011840,1SWASP J144126.61-362827.1,220.360875,-36.474197,2453860.389850,2454612.508125,10.06593,11268,11268,1.005969e+01,3.152115e-01,1.474530e-01
340,636,"215.2073759597708,-29.809864325039815",215.20738,-29.80986,0.00002455,1SWASP J142049.76-294835.4,215.207356,-29.809847,2453860.390023,2454688.226377,11.88778,13107,13107,1.191885e+01,5.980072e-02,1.673300e-01
341,638,"216.1173887677792,-29.88017088824876",216.11739,-29.88017,0.00003474,1SWASP J142428.16-295248.7,216.117361,-29.880194,2453860.390023,2454688.226447,11.00262,13116,13116,1.101236e+01,1.435323e-01,7.771000e-02
342,639,"217.88895283814426,-40.57794236853095",217.88895,-40.57794,0.00019452,1SWASP J143133.40-403440.2,217.889181,-40.577856,2453860.389687,2454688.226956,11.26736,10157,10157,1.127439e+01,4.545449e-02,5.275000e-02
343,640,"226.04063639905308,-37.94580801924041",226.04064,-37.94581,0.00011936,1SWASP J150409.78-375644.8,226.040789,-37.945789,2453860.389780,2454615.532083,10.65944,13266,13266,1.066066e+01,9.859169e-02,4.935000e-02
344,641,"228.4598454763243,-40.41729179393106",228.45985,-40.41729,0.00012878,1SWASP J151350.39-402501.9,228.459967,-40.417197,2453862.256991,2454615.532072,9.64682,7941,7941,9.647520e+00,5.172488e-02,4.215300e-02
345,644,"231.83771107715327,-43.287838877534185",231.83771,-43.28784,0.00009006,1SWASP J152721.04-431715.9,231.837678,-43.287753,2454515.481551,2454615.279676,11.31883,1155,1155,1.131692e+01,4.395136e-02,8.242000e-02
346,647,"210.58622683799442,-41.747540089467954",210.58623,-41.74754,0.00014023,1SWASP J140220.72-414450.8,210.586367,-41.747444,2453860.388380,2454688.226493,10.79086,14439,14439,1.079297e+01,7.733285e-02,1.524300e-01
347,648,"222.62723316267696,-35.09343506889554",222.62723,-35.09344,0.00011241,1SWASP J145030.55-350536.0,222.627317,-35.093353,2453872.270313,2454601.570150,8.18990,302,302,8.157298e+00,1.701942e+00,5.144910e-01
348,649,"208.09174584827554,-31.35949898195214",208.09175,-31.35950,0.00017663,1SWASP J135222.01-312133.5,208.091722,-31.359325,2454134.467049,2454688.225856,11.53632,11181,11181,1.143785e+01,2.103086e-01,3.367300e-01
349,651,"216.97499771281065,-43.016820271581665",216.97500,-43.01682,0.00017858,1SWASP J142754.05-430100.5,216.975244,-43.016828,2453860.389572,2454688.226968,10.89497,10155,10155,1.089105e+01,3.696846e-02,4.494000e-02
350,652,"210.89350605503682,-36.46489417337618",210.89351,-36.46489,0.00021486,1SWASP J140334.48-362753.0,210.893706,-36.464744,2453860.468287,2454615.508426,8.87516,9128,9128,8.889093e+00,1.087916e-01,5.494900e-02
351,656,"222.35547088203498,-40.96753164346627",222.35547,-40.96753,0.00001003,1SWASP J144925.31-405803.1,222.355464,-40.967539,2453862.256979,2454615.531910,10.55487,8545,8545,1.055581e+01,7.303907e-02,4.715000e-02
352,657,"215.18482858245738,-32.127907102424494",215.18483,-32.12791,0.00022741,1SWASP J142044.35-320739.6,215.184814,-32.127683,2453860.389954,2454688.226458,10.96197,11185,11185,1.094665e+01,1.133143e-01,1.604500e-01
353,658,"222.60488041771967,-44.60595806804915",222.60488,-44.60596,0.00018501,1SWASP J145025.17-443620.7,222.604878,-44.605775,2453862.256817,2454615.531794,9.60210,8187,8187,9.600471e+00,8.018393e-02,4.654400e-02
354,659,"212.49093041568153,-42.556047925353546",212.49093,-42.55605,0.00012592,1SWASP J140957.84-423321.4,212.491039,-42.555953,2453860.389549,2454688.226655,11.83734,19300,19300,1.183263e+01,7.119160e-02,1.242500e-01
355,660,"211.61049145722507,-31.893559921848855",211.61049,-31.89356,0.00010986,1SWASP J140626.49-315337.1,211.610411,-31.893647,2453860.223021,2454688.226157,10.03734,12753,12753,1.008769e+01,7.108874e-02,6.385000e-02
356,662,"225.4937840296683,-45.84858189445221",225.49378,-45.84858,0.00013036,1SWASP J150158.53-455054.5,225.493914,-45.848489,2453862.256759,2454601.593322,8.15310,1092,1092,8.148280e+00,2.374747e-01,1.979200e-01
357,667,"208.13781882924394,-34.31964099853302",208.13782,-34.31964,0.00014019,1SWASP J135233.08-341910.2,208.137856,-34.319503,2453860.240417,2454615.508333,8.87195,6976,6976,8.864824e+00,3.641477e-01,3.876600e-02
358,668,"210.7259406663944,-39.578517250481106",210.72594,-39.57852,0.00021776,1SWASP J140254.16-393442.3,210.725681,-39.578433,2453860.388472,2454688.226412,10.78212,25840,25840,1.078509e+01,7.444636e-02,4.845000e-02
359,669,"231.2337760336071,-37.50169515813857",231.23378,-37.50170,0.00026328,1SWASP J152456.04-373005.4,231.233539,-37.501519,2453860.390880,2454603.588183,8.77470,9303,9303,9.524766e+00,3.121294e-01,7.544900e-02
360,669,"231.2337760336071,-37.50169515813857",231.23378,-37.50170,0.00016038,1SWASP J152456.12-373005.6,231.233869,-37.501556,2453860.390880,2454603.588183,8.68273,9301,9301,9.432734e+00,3.079667e-01,7.544000e-02
361,670,"234.2227488100231,-38.18099636538707",234.22275,-38.18100,0.00018436,1SWASP J153653.49-381051.0,234.222875,-38.180844,2453872.283160,2454601.645926,8.42068,375,375,8.405989e+00,1.599374e+00,6.905030e-01
362,672,"212.23349265293385,-44.063678063347936",212.23349,-44.06368,0.00010848,1SWASP J140856.07-440349.0,212.233628,-44.063636,2453860.388299,2454688.226701,11.63389,24490,24490,1.162605e+01,6.223541e-02,1.017000e-01
363,674,"219.93445762753925,-40.368443039728",219.93446,-40.36844,0.00013221,1SWASP J143944.30-402206.0,219.934594,-40.368356,2453860.389699,2454688.227095,9.17559,7851,7851,9.185586e+00,5.616493e-02,4.905500e-02
364,676,"228.10297786336932,-32.108365347708144",228.10298,-32.10837,0.00013015,1SWASP J151224.75-320630.0,228.103133,-32.108358,2453860.389965,2454615.532257,11.57818,22353,22353,1.152192e+01,1.470170e-01,3.437600e-01
365,681,"216.5409943429968,-30.514467509536377",216.54099,-30.51447,0.00009330,1SWASP J142609.84-303051.7,216.541008,-30.514378,2453860.390012,2454688.226505,11.79548,13131,13131,1.182691e+01,6.034104e-02,1.301600e-01
366,686,"230.0116060792586,-32.865065130745485",230.01161,-32.86507,0.00016015,1SWASP J152002.75-325153.8,230.011464,-32.864967,2453862.279919,2454615.532292,8.01918,5708,5708,8.078860e+00,1.124522e-01,1.020450e-01
367,687,"230.97678046798382,-43.837244533896154",230.97678,-43.83724,0.00009017,1SWASP J152354.41-435013.7,230.976728,-43.837158,2453862.256817,2454615.532014,10.64223,8541,8541,1.064670e+01,6.559853e-02,5.065000e-02
368,689,"214.07917975210214,-28.953066903749352",214.07918,-28.95307,0.00020098,1SWASP J141619.05-285710.7,214.079394,-28.952997,2453860.390023,2454688.223183,9.07949,11843,11843,9.068349e+00,1.562347e-01,1.556660e-01
369,691,"225.95003874677053,-45.79568115996219",225.95004,-45.79568,0.00014343,1SWASP J150348.03-454744.0,225.950161,-45.795564,2453862.256759,2454615.531840,8.98791,5136,5136,8.987390e+00,8.522200e-02,5.468700e-02
370,692,"225.71808949093244,-37.30934406305968",225.71809,-37.30934,0.00017198,1SWASP J150252.39-371833.8,225.718294,-37.309397,2453860.389815,2454615.532095,10.98469,12421,12421,1.098849e+01,3.391849e-02,4.755000e-02
371,693,"222.05784115918172,-26.80873649769184",222.05784,-26.80874,0.00021783,1SWASP J144813.86-264830.7,222.057764,-26.808533,2454148.500706,2454615.532141,11.66151,9976,9976,1.245034e+01,1.401637e-01,2.794700e-01
372,694,"221.1288910978131,-39.989163393293396",221.12889,-39.98916,0.00013784,1SWASP J144430.96-395920.6,221.129011,-39.989058,2453860.389722,2454615.531898,9.46529,17644,17644,9.463620e+00,1.001573e-01,1.685390e-01
373,700,"225.9289418316119,-41.6037916158561",225.92894,-41.60379,0.00025818,1SWASP J150342.98-413612.8,225.929114,-41.603567,2453862.256956,2454615.531979,9.60409,6002,6002,9.602334e+00,6.175542e-02,3.656000e-02
374,701,"223.17483133177996,-41.69875848301914",223.17483,-41.69876,0.00011361,1SWASP J145241.97-414155.1,223.174897,-41.698658,2453862.256944,2454615.531910,11.29099,8543,8543,1.129256e+01,6.065444e-02,8.777000e-02
375,705,"221.71591224168856,-40.864358508471945",221.71591,-40.86436,0.00018266,1SWASP J144651.85-405151.2,221.716081,-40.864231,2453860.389676,2454615.531887,11.52731,13656,13656,1.154528e+01,8.425389e-02,1.617100e-01
376,706,"226.24307018577008,-37.68916350865428",226.24307,-37.68916,0.00012338,1SWASP J150458.36-374120.6,226.243183,-37.689075,2453872.270278,2454601.570104,8.24275,226,226,8.200399e+00,2.702677e-01,6.021800e-01
377,707,"211.50162405080934,-41.207005977040495",211.50162,-41.20701,0.00011172,1SWASP J140600.41-411224.9,211.501725,-41.206931,2453872.263796,2454688.224988,10.24772,803,803,1.070621e+01,6.357021e-01,2.006685e+00
378,708,"217.7310684647635,-30.18169362834564",217.73107,-30.18169,0.00021126,1SWASP J143055.51-301054.0,217.731314,-30.181678,2453860.390035,2454688.226597,9.57929,13108,13108,9.562851e+00,1.453016e-01,9.817600e-02
379,710,"220.37706270510208,-36.995289650299625",220.37706,-36.99529,0.00016930,1SWASP J144130.54-365942.8,220.377264,-36.995244,2453860.389826,2454612.508113,9.94663,11282,11282,9.931496e+00,3.206710e-01,1.819980e-01
380,711,"205.34092281643146,-30.915195993842172",205.34092,-30.91520,0.00015729,1SWASP J134121.86-305454.9,205.341083,-30.915272,2454134.467280,2454688.218773,9.38926,9353,9353,9.298162e+00,1.459850e-01,2.462540e-01
381,713,"226.48630989583307,-43.04405540360048",226.48631,-43.04406,0.00006201,1SWASP J150556.69-430238.5,226.486228,-43.044044,2453862.256887,2454615.531944,10.71425,8545,8545,1.071229e+01,6.813734e-02,3.678000e-02
382,714,"205.83598374034977,-31.25402613904102",205.83598,-31.25403,0.00016909,1SWASP J134320.64-311515.1,205.836011,-31.254197,2454134.467222,2454662.266019,10.94820,11274,11274,1.085877e+01,1.563827e-01,2.468700e-01
383,715,"214.59027269499046,-42.958251062799974",214.59027,-42.95825,0.00010039,1SWASP J141821.66-425729.3,214.590258,-42.958150,2453860.389560,2454688.223750,10.48108,10156,10156,1.047505e+01,3.891454e-02,5.474000e-02
384,716,"206.23457921584497,-39.488036368841136",206.23458,-39.48804,0.00026368,1SWASP J134456.34-392916.1,206.234756,-39.487814,2453860.234109,2454688.226088,9.87752,28473,28473,9.880184e+00,1.912577e-01,5.124800e-02
385,719,"206.21099109248237,-31.837569734110403",206.21099,-31.83757,0.00027220,1SWASP J134450.71-315015.0,206.211306,-31.837525,2453860.222928,2454688.225741,11.57716,20542,20542,1.153140e+01,2.533446e-01,2.714800e-01
386,721,"227.62300628983957,-39.049156003031676",227.62301,-39.04916,0.00011009,1SWASP J151029.53-390256.6,227.623072,-39.049061,2453860.389734,2454615.532095,11.78023,21785,21785,1.178358e+01,1.104243e-01,2.139600e-01
387,723,"228.48635624490623,-45.962095193178996",228.48636,-45.96210,0.00002225,1SWASP J151356.71-455743.5,228.486328,-45.962100,2453862.256736,2454615.531887,11.03903,8546,8546,1.104008e+01,8.771460e-02,5.927000e-02
388,727,"222.35070933416858,-42.21871314107855",222.35071,-42.21871,0.00017292,1SWASP J144924.21-421307.0,222.350911,-42.218622,2453862.256921,2454615.531863,11.55179,8512,8512,1.155050e+01,7.103542e-02,1.178100e-01
389,729,"223.60501298499182,-27.746368533771857",223.60501,-27.74637,0.00017606,1SWASP J145425.18-274446.3,223.604947,-27.746203,2454148.558345,2454615.532188,10.76879,9117,9117,1.079126e+01,1.356290e-01,2.569000e-01
390,731,"226.32588835412514,-27.848055623951364",226.32589,-27.84806,0.00026436,1SWASP J150518.27-275052.4,226.326128,-27.847900,2454148.500324,2454615.532269,12.35503,9939,9939,1.237787e+01,1.231848e-01,2.833800e-01
391,732,"225.1737012115426,-29.391533271650104",225.17370,-29.39153,0.00010383,1SWASP J150041.71-292329.2,225.173792,-29.391464,2454148.500370,2454615.532222,11.24718,9791,9791,1.119266e+01,1.977139e-01,3.053000e-01
392,734,"218.51321249993794,-42.667426947999054",218.51321,-42.66743,0.00018714,1SWASP J143403.20-424002.2,218.513364,-42.667281,2453860.389931,2454662.262928,9.38975,6890,6890,9.398127e+00,5.085880e-02,4.083500e-02
393,735,"216.54931857334986,-38.71827552967046",216.54932,-38.71828,0.00021038,1SWASP J142611.80-384305.1,216.549194,-38.718094,2453860.389745,2454688.226806,11.50301,11297,11297,1.150150e+01,3.089319e-01,1.066500e-01
394,737,"218.29026411939893,-32.20261573102305",218.29026,-32.20262,0.00017272,1SWASP J143309.71-321209.2,218.290458,-32.202578,2453860.389977,2454688.226713,10.91445,10865,10865,1.091584e+01,1.171366e-01,1.428100e-01
395,739,"204.7914602981265,-38.34117898532015",204.79146,-38.34118,0.00017258,1SWASP J133909.94-382027.6,204.791442,-38.341008,2453860.222697,2454688.225926,10.31361,20262,20262,1.030294e+01,2.253780e-01,5.927000e-02
396,744,"228.62199975102303,-36.23498961978157",228.62200,-36.23499,0.00013462,1SWASP J151429.30-361405.6,228.622117,-36.234894,2453860.389826,2454615.532188,9.42244,11953,11953,9.422483e+00,4.451637e-02,4.237300e-02
397,745,"226.8265001121137,-29.732105705523526",226.82650,-29.73211,0.00010401,1SWASP J150718.37-294355.2,226.826558,-29.732019,2454148.500220,2454615.503067,10.48319,7535,7535,1.040683e+01,1.145141e-01,2.886900e-01
398,747,"218.3134702905499,-33.057996875385484",218.31347,-33.05800,0.00017896,1SWASP J143315.18-330328.5,218.313272,-33.057933,2453860.389954,2454688.226736,10.68109,10576,10576,1.068370e+01,3.257935e-01,1.079500e-01
399,749,"209.41283522114637,-31.783091013742062",209.41284,-31.78309,0.00011339,1SWASP J135739.06-314658.7,209.412769,-31.782994,2453860.222998,2454688.225984,11.27782,19100,19100,1.122048e+01,1.513513e-01,3.132700e-01
400,750,"231.01762549206788,-41.161665894471334",231.01763,-41.16167,0.00010770,1SWASP J152404.25-410941.7,231.017742,-41.161603,2453862.256933,2454615.532106,10.34502,5935,5935,1.035059e+01,7.335692e-02,7.792000e-02
401,754,"213.34964786801493,-33.5183629031061",213.34965,-33.51836,0.00013158,1SWASP J141323.94-333105.7,213.349764,-33.518269,2453860.389896,2454612.507940,7.91329,10797,10797,7.907012e+00,9.806531e-02,1.136840e-01
402,756,"220.5549670683775,-45.76581412283534",220.55497,-45.76581,0.00013206,1SWASP J144213.22-454556.5,220.555100,-45.765714,2453860.389456,2454615.531701,9.93834,17146,17146,9.937375e+00,8.809012e-02,1.462270e-01
403,758,"219.66687799117926,-31.09634613258104",219.66688,-31.09635,0.00010324,1SWASP J143840.02-310546.9,219.666767,-31.096386,2453860.390012,2454615.532014,11.25972,13126,13126,1.128036e+01,1.391773e-01,1.049800e-01
404,759,"229.97799805419257,-45.86681101759647",229.97800,-45.86681,0.00008362,1SWASP J151954.74-455200.3,229.978103,-45.866767,2453862.256736,2454615.531921,10.36214,8545,8545,1.036317e+01,6.737691e-02,4.995000e-02
405,760,"225.21942494522358,-36.47623809088134",225.21942,-36.47624,0.00018833,1SWASP J150052.70-362834.0,225.219611,-36.476131,2453860.389838,2454615.532095,11.18782,13331,13331,1.119216e+01,2.920355e-01,4.963000e-02
406,761,"230.62452315678365,-38.22350646496745",230.62452,-38.22351,0.00016337,1SWASP J152229.88-381324.0,230.624506,-38.223347,2453860.389734,2454687.229769,9.46869,27533,27533,9.492339e+00,1.905522e-01,5.674200e-02
407,763,"227.73205559716675,-37.789180519565605",227.73206,-37.78918,0.00008627,1SWASP J151055.71-374720.9,227.732158,-37.789142,2453860.389780,2454615.532130,11.75673,13277,13277,1.175485e+01,1.034418e-01,8.847000e-02
408,764,"220.24309636757374,-43.6960158076581",220.24310,-43.69602,0.00015807,1SWASP J144058.37-434145.2,220.243247,-43.695903,2453860.389884,2454574.652488,9.37477,10315,10315,9.389934e+00,8.353260e-02,2.045250e-01
409,765,"211.89127317454833,-40.24520986521018",211.89127,-40.24521,0.00021629,1SWASP J140733.95-401443.2,211.891486,-40.245350,2453860.389641,2454662.266713,8.92621,16458,16458,8.938237e+00,7.901574e-02,6.023300e-02
410,766,"213.15852813701605,-29.80035424663416",213.15853,-29.80035,0.00017405,1SWASP J141238.09-294800.9,213.158711,-29.800275,2453860.390000,2454688.226204,10.53642,13082,13082,1.053924e+01,1.663414e-01,1.187300e-01
411,767,"220.9740093170909,-31.385946645718516",220.97401,-31.38595,0.00011955,1SWASP J144353.75-312309.0,220.973958,-31.385839,2453860.390012,2454615.532060,12.17070,19045,19045,1.210989e+01,2.066227e-01,7.039300e-01
412,769,"232.8921244260242,-36.04140044787956",232.89212,-36.04140,0.00005644,1SWASP J153134.11-360228.8,232.892144,-36.041347,2453860.390903,2454687.229907,11.81257,10565,10565,1.180534e+01,3.039934e-01,1.310000e-01
413,773,"222.6175332224463,-30.250211861369806",222.61753,-30.25021,0.00015660,1SWASP J145028.24-301501.0,222.617683,-30.250294,2454148.500544,2454615.532130,10.80103,9983,9983,1.075515e+01,8.151249e-02,1.578000e-01
414,777,"237.37245385757996,-39.43090178996122",237.37245,-39.43090,0.00010334,1SWASP J154929.36-392551.0,237.372342,-39.430839,2453860.390706,2454687.230301,10.49542,9021,9021,1.049775e+01,3.277193e-01,3.366000e-02
415,778,"208.70251795798916,-42.4160028779684",208.70252,-42.41600,0.00017410,1SWASP J135448.57-422457.1,208.702378,-42.415861,2453862.278322,2454662.266539,8.51225,1893,1893,8.515825e+00,1.295032e-01,3.706400e-02
